"","country","year","country_name","income_level","GDP_growth","GDP","GDP_per_capita","urban_population","physician","population_density","elderly_population","unemployment","population","DALY","DALY_per1000ppl","Neonatal","Ischaemic","Stroke","L_respiratory","Diarrhoeal","Road_inj","Pulmonary","Diabetes","Tuberculosis","Congenital","HIV_AIDS"
"163","HRV",2015,"Croatia","High income",2.522292277,50242783066,11952.31118,56.155,3.1728,75.11264384,19.39123088,16.18000031,4233,1508.794108,356.436122844318,16.46963133,207.4309249,126.3402447,11.00174057,5.764933972,37.35314753,43.26494594,59.60203671,1.185727087,11.2217935,0.500177677
"164","HRV",2019,"Croatia","High income",3.42100553,57205880317,14071.91147,57.242,3.4651,72.64050104,21.10572513,6.619999886,4130,1437.748438,348.123108474576,15.9937615,180.0815357,104.1777937,13.40124105,6.006563262,31.72890612,42.14878597,69.4599158,1.395595218,9.79383139,0.366416285
"165","CUB",2000,"Cuba","Upper-middle income",5.914760174,45683751961,4113.507265,75.323,5.9316,103.4058752,9.895107877,5.449999809,11126,2975.830375,267.466328869315,67.71254611,341.2190626,165.8140978,86.93260106,25.54197487,103.1036028,67.58911293,98.00881586,2.784457631,52.73027057,8.207009454
"166","CUB",2010,"Cuba","Upper-middle income",2.390352297,75879253450,6720.677673,76.597,6.8152,106.0730646,12.66612594,2.5,11226,3158.588372,281.363653304828,47.23411842,346.0612726,183.6393025,79.09264299,26.28397542,57.60709363,82.38917118,128.3425889,2.187591517,32.50433505,11.0715538
"167","CUB",2015,"Cuba","Upper-middle income",4.438141959,8.7133e+10,7683.757891,76.896,7.769,108.9326993,14.14268511,2.400000095,11325,3379.587167,298.418292891832,44.36927312,351.5049208,176.8266561,107.1778198,26.06084189,58.78739921,100.6954668,140.7448842,2.189422152,31.30130557,22.64779578
"168","CUB",2019,"Cuba","Upper-middle income",-0.164839982,91019611431,8042.948524,77.109,NA,109.0240559,15.28634704,1.200000048,11333,3608.176442,318.377873643342,40.45049655,386.8161344,198.5474988,130.6306693,27.56403236,57.8723494,112.8019975,159.8535455,1.941255106,28.03587708,23.76661554
"169","CYP",2000,"Cyprus","High income",5.965310315,15534849724,22383.76758,68.648,1.9082,102.6230519,9.93922936,4.96999979,943,214.541447,227.509487804878,5.547684599,24.93273362,10.02123893,1.561973367,0.7281716,7.018174394,5.970518851,11.07436078,0.143369989,2.668234176,0.118793881
"170","CYP",2010,"Cyprus","High income",2.283544997,21640191720,26089.93359,67.551,2.1562,122.2603896,11.28606147,6.260000229,1113,237.6222314,213.497063252471,4.216737941,23.14470145,9.481751639,1.50792777,0.91694365,5.717319478,6.232735664,11.3971345,0.042836128,2.500286112,0.190426143
"171","CYP",2015,"Cyprus","High income",3.418923188,19909190059,23487.125,66.946,2.6236,128.4935065,12.7021006,14.90999985,1161,243.7838895,209.977510335917,3.395541758,20.28946672,7.692474611,1.053358234,1.316137056,4.494321378,7.080879844,12.31707036,0.140556424,2.012947351,0.158726045
"172","CYP",2019,"Cyprus","High income",5.529428549,25012087656,28359.91992,66.805,3.1437,132.9909091,13.85334827,7.070000172,1199,248.3520529,207.132654628857,3.409317427,19.09130833,7.736411428,1.238758748,1.519646005,3.956875035,7.211367444,12.72253167,0.180863923,1.710469563,0.040769073
"173","CZE",2000,"Czechia","High income",4.001028635,1.26265e+11,12312.49777,73.988,3.3631,132.7172641,13.74105373,8.760000229,10289,3434.307635,333.78439449898,37.56360294,580.5847564,294.0709158,48.88028416,15.84192629,124.9454635,68.2915222,96.76355131,3.966295846,18.05684091,0.10300214
"174","CZE",2010,"Czechia","High income",2.434902159,1.7289e+11,16505.9537,73.255,3.5743,135.6261815,15.46213387,7.28000021,10537,3389.026442,321.631056467685,34.68531404,539.091514,208.9983557,62.92046716,19.00640104,90.55145724,74.32602724,137.1670221,1.544260706,18.64752213,0.3688403
"175","CZE",2015,"Czechia","High income",5.388380838,1.88033e+11,17829.69832,73.477,3.9516,136.589289,18.08848944,5.050000191,10601,3402.18274,320.930359400057,34.91485729,499.7719683,178.8622283,49.88367603,21.04912625,81.7207056,100.0736035,187.0472223,1.776517397,18.03084116,0.62141902
"176","CZE",2019,"Czechia","High income",3.029878663,2.1564e+11,20206.42564,73.921,4.0601,138.2268103,19.82028156,2.00999999,10689,3424.550684,320.380829263729,34.64894957,464.0116134,148.6273274,65.00172421,20.90415759,71.70021754,99.44236535,214.3803859,0.971940541,17.79992755,0.534512541
"177","PRK",2000,"Democratic People's Republic of Korea","Low income",NA,NA,NA,59.412,NA,194.062445,6.364998557,3.010999918,22929,10137.67347,442.13325788303,792.5058969,373.8270835,773.8765512,418.5140604,235.5452038,295.0273464,418.3254786,117.2478026,1671.358654,181.7891456,15.42700508
"178","PRK",2010,"Democratic People's Republic of Korea","Low income",NA,NA,NA,60.377,NA,205.0198073,9.538876117,2.809999943,24549,8259.937984,336.46739109536,414.2001147,586.1481904,1072.157603,206.0185308,74.6556412,309.997105,537.0263297,161.8922945,973.8340762,135.9787986,25.92489304
"179","PRK",2015,"Democratic People's Republic of Korea","Low income",NA,NA,NA,61.277,NA,209.7667553,10.67418204,2.897000074,25184,8332.440414,330.862468789708,305.7800946,701.3680405,1240.773113,183.8893855,64.29149124,316.6754374,587.4681679,188.6095087,537.1553273,121.3361504,32.4621376
"180","PRK",2019,"Democratic People's Republic of Korea","Low income",NA,NA,NA,62.134,NA,213.8978573,10.8693404,2.782999992,25666,8464.951609,329.811875983792,260.7058842,687.6127422,1196.165411,172.0170123,62.39313144,327.6260874,580.3760311,198.0283397,776.5277242,106.543821,36.18795146
"181","COD",2000,"Democratic Republic of the Congo","Low income",-6.910927317,16528061821,339.969435,35.122,NA,21.44474846,2.950882725,2.960999966,47106,48395.10538,1027.36605485501,6589.621885,554.9291714,679.8484287,5103.795617,3997.225324,1236.028252,251.4789335,331.3628149,1593.57412,923.9192343,2708.861072
"182","COD",2010,"Democratic Republic of the Congo","Low income",7.107976576,26093585401,393.0274343,40.013,NA,29.28530778,3.092719724,4.017000198,64564,50565.63394,783.186201908184,7794.626588,697.8916978,854.3738746,5950.924051,3877.363234,1559.182558,336.2367883,444.5472699,1969.141677,1329.769143,2291.918563
"183","COD",2015,"Democratic Republic of the Congo","Low income",6.91616712,37917704900,482.0645483,42.74,NA,34.69570764,3.072926078,4.456999779,76245,50823.07281,666.575812315562,8243.216526,717.9891587,880.5996852,5486.027508,3957.598492,1720.063664,353.5793916,504.0695545,2587.909956,1651.203667,1713.532276
"184","COD",2019,"Democratic Republic of the Congo","Low income",4.384528881,44487657807,494.8192269,45.046,NA,39.65809753,3.019821935,4.43599987,86791,50757.65288,584.826224838981,7959.713573,824.7698745,965.4493425,4586.605266,2981.887557,2041.34188,399.3877349,577.0666053,2382.201202,1542.926795,843.4794489
"185","DNK",2000,"Denmark","High income",3.746862595,2.62933e+11,49241.928,85.1,2.9119,133.4904,14.83840465,4.480000019,5341,1692.956201,316.973638082756,20.94799114,181.4631546,88.82998289,14.97556141,5.558375316,30.19574091,91.437735,39.23656662,1.01062235,20.25255997,1.857897503
"186","DNK",2010,"Denmark","High income",1.870991147,2.83894e+11,51173.46616,86.795,3.7211,138.692075,16.57601536,7.75,5555,1621.817683,291.956378577858,20.71855092,107.043057,72.38625953,26.36621964,8.577334002,16.94055693,83.87256844,40.46382796,1.209975062,11.39890124,1.746485542
"187","DNK",2015,"Denmark","High income",2.342591108,3.02673e+11,53254.85637,87.526,3.9257,142.087075,18.74973141,6.28000021,5689,1576.363191,277.089680260151,20.15745021,86.51097667,64.03547157,22.41942481,7.63776803,13.21690481,86.65450162,43.46289322,0.476877269,11.36028543,0.97609587
"188","DNK",2019,"Denmark","High income",1.493486959,3.32603e+11,57203.02779,87.994,NA,145.36055,19.80256486,5.019999981,5772,1591.367849,275.704755544006,20.64635092,80.98484197,59.10879618,25.49032353,7.498258539,13.3783525,91.86789266,46.52297806,0.572945267,11.8994661,1.23102692
"189","DJI",2000,"Djibouti","Lower-middle income",NA,NA,NA,76.532,NA,32.01177739,3.205250444,28.6779995,718,430.2298203,599.205877855153,74.26451396,7.464680504,11.01724596,44.00312271,39.75022528,12.30166174,2.353526369,4.52870406,20.41306263,11.13038719,38.14816453
"190","DJI",2010,"Djibouti","Lower-middle income",NA,NA,NA,76.999,NA,39.65483175,3.705289222,27.19400024,840,417.8057842,497.387838333333,63.05309451,12.0041671,14.14040486,34.49934863,26.85416425,13.8480681,3.028195173,6.932849024,25.16598211,11.36001769,46.05058476
"191","DJI",2015,"Djibouti","Lower-middle income",7.526108919,2424391785,2409.311902,77.417,NA,43.41065574,4.147143032,26.33699989,914,407.2057949,445.520563347921,57.07547956,14.82613596,16.66010928,29.64257727,22.06589745,12.55083144,3.513230715,8.554584897,21.70385916,11.20369877,32.84667453
"192","DJI",2019,"Djibouti","Lower-middle income",5.5451306,3028730597,2820.062866,77.915,NA,46.33278689,4.404912877,26.31500053,974,402.2718916,413.010155646817,51.57117844,17.34985114,18.71920246,30.5408725,19.64730298,13.02655597,4.008648908,10.07865948,15.59122623,10.62538972,19.53550454
"193","DOM",2000,"Dominican Republic","Upper-middle income",4.66176228,35659262313,4175.170931,61.753,1.8498,176.7913682,4.746293128,6.429999828,8471,2552.403945,301.310818675481,379.2047976,110.4600514,73.46102309,119.1531773,72.50441321,148.2845763,12.09260281,41.60344047,36.48469536,103.8377238,301.6841314
"194","DOM",2010,"Dominican Republic","Upper-middle income",8.33965106,55959424375,5724.307164,73.753,NA,202.3546885,5.555990305,5.210000038,9695,2833.112742,292.224109541,360.4321687,192.5407,115.3237858,95.81101587,51.87431067,153.6062187,20.66742597,69.24626727,28.26693137,105.6036922,196.6891753
"195","DOM",2015,"Dominican Republic","Upper-middle income",6.927018772,71164825257,6838.936594,78.566,NA,215.3970606,6.080378772,7.610000134,10282,3272.819801,318.305757731959,358.2093068,309.3623511,177.8053401,102.5413372,47.00556531,190.346379,29.33757645,103.1984681,18.44781827,108.5210819,136.5206494
"196","DOM",2019,"Dominican Republic","Upper-middle income",5.05216802,89287391493,8205.142409,81.828,1.4518,225.2511281,6.760222783,6.179999828,10739,3322.303359,309.368037899246,323.6752177,301.9530283,171.7832488,82.44557806,43.93419598,327.5501427,30.00381261,110.3897447,13.53758259,100.2625537,96.98408221
"197","ECU",2000,"Ecuador","Upper-middle income",1.091801564,53379221434,4227.552516,60.299,1.4459,50.83953535,4.823784599,4.800000191,12681,3388.030273,267.17374599795,349.4870935,117.6442783,97.88295179,183.327208,56.38418098,100.0383862,25.99560236,87.43818035,58.85426384,206.3041649,78.62419326
"198","ECU",2010,"Ecuador","Upper-middle income",3.525298669,79915230251,5331.383774,62.69,2.1111,60.35426397,5.880913118,4.090000153,15011,3832.681969,255.324893011791,237.482748,161.2027456,117.1794121,157.0439624,40.44474377,203.7218101,37.49868616,138.1822744,29.73281061,150.0531098,59.18331518
"199","ECU",2015,"Ecuador","Upper-middle income",0.098872608,99290381000,6130.586676,63.398,2.0648,65.21139475,6.661425835,3.619999886,16212,3757.443359,231.769267147792,207.649169,166.9312947,118.6498773,135.6263159,39.91035143,205.5172218,40.58483752,152.8147595,24.36632639,136.016354,61.91739933
"200","ECU",2019,"Ecuador","Upper-middle income",0.012105103,1.01702e+11,5863.910566,63.986,NA,69.83306491,7.409863518,3.809999943,17374,3847.790625,221.468321917808,202.4581342,184.6438123,125.4845989,133.1121243,40.79436104,183.4832015,43.28504752,170.315673,23.15851895,127.837371,33.98514496
"201","EGY",2000,"Egypt","Lower-middle income",6.370003834,1.79683e+11,2517.580506,42.797,2.118,71.69759506,4.475901798,8.979999542,68832,22878.9885,332.388838040446,3345.939035,2686.369156,1051.304449,1683.597505,756.0860488,497.4737593,279.4251138,371.710599,53.94873213,1013.302461,4.731264544
"202","EGY",2010,"Egypt","Lower-middle income",5.147234859,2.88446e+11,3305.883247,43.019,NA,87.65122608,4.141986284,8.755999565,82761,25486.70956,307.955553461171,2806.662743,3578.651848,1321.188838,1220.185535,511.5725884,661.2338081,393.5759141,632.5632604,37.49973496,1217.013916,10.94643654
"203","EGY",2015,"Egypt","Lower-middle income",4.372019079,3.29367e+11,3370.382447,42.785,0.8217,98.17047466,4.363911417,13.05200005,92443,27871.14538,301.495466179159,2644.151412,4193.300602,1479.998144,1079.561711,468.7508995,628.9382532,459.3316575,808.3428645,28.58292361,1277.662296,16.86889609
"204","EGY",2019,"Egypt","Lower-middle income",5.557683888,3.98037e+11,3768.627511,42.73,0.7463,106.1014325,4.627644387,7.850999832,100388,27796.06513,276.886332330557,2315.009564,4189.286441,1449.763654,1007.02677,456.1264932,598.3823667,491.8901721,893.6853889,29.64833718,1177.095693,23.39018843
"205","SLV",2000,"El Salvador","Lower-middle income",1.127906977,17621447051,2957.371869,58.912,NA,287.5715251,4.873766506,6.960000038,5888,1822.728156,309.566602581522,168.5687991,76.49460858,29.24931498,103.5702601,56.65159281,113.2822331,13.49194313,32.55060766,6.255410042,81.84307717,36.88858216
"206","SLV",2010,"El Salvador","Lower-middle income",2.107887579,20622904531,3373.043809,65.452,NA,295.078861,6.907607407,4.889999866,6184,1731.725422,280.033218305304,88.45218773,82.09929417,28.73445986,61.69638922,25.10769298,70.63956167,19.99890666,52.96155697,3.784040236,59.43402982,27.34525813
"207","SLV",2015,"El Salvador","Lower-middle income",2.4,23438240000,3761.51368,69.7,NA,300.7271236,7.349063547,4,6325,1961.960059,310.191313675889,71.61734389,125.587688,33.62460352,61.62679742,19.48893575,67.02749445,26.83100774,60.94362253,2.51088931,55.83083588,35.8322878
"208","SLV",2019,"El Salvador","Lower-middle income",2.437471578,25779775109,4104.917889,72.746,NA,303.0992761,8.024364445,4.170000076,6454,1852.475223,287.02745940502,61.85659097,100.0354578,33.28454361,52.5678147,19.77448776,62.49617237,23.6227966,72.50064706,2.299965246,45.62771847,40.22861094
"209","GNQ",2000,"Equatorial Guinea","Upper-middle income",18.21377996,2699948854,3941.663522,49.092,NA,24.4198574,3.134119832,7.999000072,606,562.4511689,928.137242409241,85.66055901,9.214533783,11.59109767,62.8432804,55.67986484,9.418650776,3.440698164,5.809989135,3.01446431,14.52255107,39.6632205
"210","GNQ",2010,"Equatorial Guinea","Upper-middle income",-8.924175889,13061295327,11933.31103,65.94,NA,39.02046346,3.41445075,8.397999763,944,645.8535078,684.166851483051,95.26103837,8.899418625,11.48016397,60.72994037,35.50133955,13.61963156,3.614201083,9.265290311,8.66691358,18.36942629,82.6179813
"211","GNQ",2015,"Equatorial Guinea","Upper-middle income",-9.110041149,13185496836,9788.983771,70.616,NA,48.02042781,3.071776494,8.204999924,1169,701.2531084,599.874344225834,99.77008192,10.5097037,13.21684862,61.10036011,30.61124745,18.20706617,4.09036361,11.75746544,10.67220728,21.13872362,94.10843299
"212","GNQ",2019,"Equatorial Guinea","Upper-middle income",-5.481825379,10051326681,6472.070861,72.627,NA,55.36652406,3.158566429,8.277000427,1356,728.3874395,537.158878687316,101.153062,10.8148661,13.09312712,60.01059344,27.16627121,23.56350002,4.251736954,12.29413859,18.6388828,23.02572685,113.1849769
"213","ERI",2000,"Eritrea","Low income",-3.141985903,1899038769,793.6205616,26.587,0.0436,23.69188119,3.102329223,5.616000175,2292,1611.147742,702.944041012216,165.0127489,37.93052016,59.64372136,187.0691339,178.2916688,40.15180719,16.59585551,23.69730955,15.5637194,29.277175,74.09449133
"214","ERI",2010,"Eritrea","Low income",2.194190349,2073049789,658.5862715,35.175,0.0407,26.0002835,3.539141101,5.892000198,3170,1664.981535,525.230768138801,199.3554219,48.34178442,65.65222058,186.3003943,152.4170594,58.94459792,19.105408,29.2373443,47.08600592,45.0716248,44.44024724
"215","ERI",2015,"Eritrea","Low income",NA,NA,NA,38.206,0.0634,27.58311825,3.84822662,5.796999931,3343,1533.191836,458.627530960215,170.5945107,50.13941992,65.55571379,150.2177185,110.6190594,65.36709614,19.26159788,30.22623973,38.94843058,40.56793292,24.02905162
"216","ERI",2019,"Eritrea","Low income",NA,NA,NA,40.712,0.0709,28.89661565,3.969068983,5.703999996,3497,1456.120836,416.391431512725,160.6836128,51.44035188,64.94758397,125.8046028,105.7316986,69.10779744,19.23882941,31.33492598,35.14371432,41.83603985,20.40803975
"217","EST",2000,"Estonia","High income",10.08763444,13914164835,9960.139039,69.368,2.9376,32.95553197,14.98321434,13.35999966,1399,604.6370227,432.192296426019,6.260151327,110.048779,59.13694864,11.05717556,2.198611685,19.16412766,4.869530674,8.731807802,4.926260903,5.586898516,0.166424801
"218","EST",2010,"Estonia","High income",2.444265118,19420679530,14585.83866,68.094,3.2422,31.41012031,17.44268833,16.70999908,1332,480.1934497,360.505592867868,3.905123169,74.92709653,25.80083145,4.308672015,2.321878468,8.307758938,5.527218481,10.1453519,1.497132252,3.290378303,2.558314938
"219","EST",2015,"Estonia","High income",1.853020046,22890762090,17402.03761,68.416,3.4152,30.26011042,18.88949699,6.409999847,1315,448.4517675,341.027960076046,3.150767787,55.9327391,17.66318199,5.205284465,2.237723739,7.675596478,5.57455887,9.319391199,0.815892277,2.271449548,2.52763337
"220","EST",2019,"Estonia","High income",3.739706682,26895658711,20269.57514,69.051,3.4724,31.03854971,19.90221083,4.510000229,1326,433.6586,327.042684766214,2.899977863,43.92658574,20.52711792,5.854551348,2.453814607,6.261362831,5.270827804,10.82141658,0.506145775,2.200813363,2.095834724
"221","SWZ",2000,"Eswatini","Lower-middle income",1.76017376,2484984349,2411.444924,22.686,NA,59.91255814,2.349401478,24.27099991,1005,925.2369092,920.633740497512,59.191567,14.79335786,19.44939087,68.35481653,59.5235034,18.25745938,7.431132671,18.60198902,37.85224539,14.44908734,348.3916755
"222","SWZ",2010,"Eswatini","Lower-middle income",3.793754968,3518702972,3199.053542,22.48,NA,63.94883721,2.807931486,26.38999939,1065,975.4769922,915.940837746479,56.35326683,26.00159378,29.17849053,75.38538779,51.83431723,18.86842903,9.630582041,32.53632642,33.96615519,15.92858312,307.1664045
"223","SWZ",2015,"Eswatini","Lower-middle income",2.227480675,4063245671,3583.31129,23.3,NA,65.92651163,3.31967589,23.31699944,1104,732.759875,663.731770833333,54.12761641,20.48183276,22.06098261,51.49815112,36.75294758,20.63294004,8.366041992,26.83880507,22.57565591,17.50204959,184.8448775
"224","SWZ",2019,"Eswatini","Lower-middle income",2.703557595,4404836243,3766.062999,23.981,NA,68.00075581,3.845118001,22.78199959,1148,647.2405605,563.798397648084,48.79771495,19.46282217,20.41017633,45.65222656,28.67729313,22.66836082,8.200425346,26.0790112,15.52016851,15.18350692,143.0644632
"225","ETH",2000,"Ethiopia","Low income",6.07321748,17352576331,258.8705508,14.74,0.021,67.031867,2.634311956,3.507999897,66225,67012.37144,1011.88933846735,9693.417129,696.8771523,959.9976792,8623.856898,8055.709559,1023.214714,312.7914587,464.4701279,3149.947761,1449.567513,4046.436585
"226","ETH",2010,"Ethiopia","Low income",12.55053835,39727092174,445.1823799,17.319,NA,79.07149377,2.774570601,2.335999966,87640,47052.36138,536.882261296212,8824.778849,702.0452793,875.3502457,4982.719633,3915.234289,1218.76511,308.2207168,459.3872446,1828.791039,1472.946672,1574.745033
"227","ETH",2015,"Ethiopia","Low income",10.39246302,64589334979,630.3126821,19.428,NA,90.80046232,2.960242401,2.572999954,100835,42187.1,418.377547478554,8029.636107,740.2325703,889.8967867,3237.97393,2574.687432,1467.684559,316.3248844,477.0240187,1557.323771,1462.886615,958.3119719
"228","ETH",2019,"Ethiopia","Low income",8.364085699,89640020508,785.4850502,21.225,NA,101.1195648,3.103883262,3.219000101,112079,40665.74225,362.831058895957,7531.548277,815.157123,954.7620273,3267.489148,2439.500805,1706.799932,341.0182051,545.7308343,1290.9685,1508.659523,737.4143933
"229","FJI",2000,"Fiji","Upper-middle income",-1.699998416,3330794901,4000.911583,47.908,NA,45.56699507,3.19432174,4.912000179,811,277.0037803,341.558298766954,15.22787005,33.04378183,16.12349545,12.90376471,6.321379052,5.120649239,3.46864279,34.12937211,0.733189925,11.17272557,0.167902673
"230","FJI",2010,"Fiji","Upper-middle income",2.954672422,3889692611,4297.200424,52.171,NA,49.54400657,4.200263045,4.308000088,860,304.3879658,353.939495116279,14.65133885,38.51637242,16.02033862,11.66058987,5.809471277,5.155107127,3.518995727,48.16460231,1.065460222,10.77361167,0.454842658
"231","FJI",2015,"Fiji","Upper-middle income",4.501199392,4682546881,5105.262627,54.726,0.86,50.20251779,4.783962058,4.285999775,869,309.9794072,356.708178596087,15.31304093,38.72412953,16.27148016,11.23627881,5.494170928,5.608493105,3.411237871,49.8386974,1.33125279,11.5451489,1.042790525
"232","FJI",2019,"Fiji","Upper-middle income",-0.581946371,5216009324,5679.050725,56.75,NA,50.27175698,5.342939221,4.441999912,890,327.4701035,367.943936516854,15.90056044,40.9489155,17.52926733,11.33792072,5.615781844,7.055092631,3.710080975,53.94480788,1.490193802,11.94028821,1.431412241
"233","FIN",2000,"Finland","High income",5.773362458,1.96098e+11,37884.39132,82.183,2.4934,16.99402147,14.91885277,11.13000011,5188,1589.739522,306.426276407093,13.6598472,220.8801752,90.22323345,38.35969645,3.658462125,26.71381425,30.47877795,36.89979836,2.39146375,16.43161654,0.516627776
"234","FIN",2010,"Finland","High income",3.185958654,2.33647e+11,43563.5722,83.77,3.2653,17.64841066,17.26026736,8.390000343,5366,1594.594522,297.166329109206,11.38386473,178.0713588,72.90412105,7.516569729,4.081529092,20.22744128,31.16533869,45.97569164,0.891102991,13.19363942,0.368214516
"235","FIN",2015,"Finland","High income",0.543659212,2.34534e+11,42801.90812,85.225,3.3309,18.03011089,20.20729776,9.380000114,5481,1561.066814,284.814233534027,10.06863081,149.2299824,71.73131691,4.055595084,3.787056082,17.6757817,33.60690057,49.18009201,0.517282722,11.97103612,0.09347225
"236","FIN",2019,"Finland","High income",1.224748922,2.54744e+11,46135.88142,85.446,NA,18.16736091,22.0597926,6.690000057,5532,1596.785137,288.64518022415,9.845645187,138.2287958,68.30376573,6.465494659,3.577618752,14.04449683,34.94986293,55.88283377,0.496774966,12.94207019,0.322878416
"237","FRA",2000,"France","High income",3.923669227,2.0465e+12,33592.46683,75.871,3.3547,111.2583191,16.1551237,10.22000027,59015,16692.89928,282.8585830721,206.0106509,1166.088347,674.5426723,210.0288504,54.80234573,478.4074236,272.7982598,280.8497503,22.29113564,189.617189,63.69010302
"238","FRA",2010,"France","High income",1.949437623,2.31757e+12,35638.12156,78.369,3.3736,118.7649414,16.98227886,8.869999886,62880,16798.60353,267.153364026718,197.8446681,950.4881255,587.896943,167.4861584,65.24693546,265.3392691,271.4994481,323.0753248,11.82665872,170.0150643,28.06515383
"239","FRA",2015,"France","High income",1.112912341,2.43919e+12,36652.92231,79.655,3.2071,121.5367021,19.10506446,10.35000038,64453,17142.27576,265.96552154283,194.6178702,893.7951399,570.3009299,208.4104795,66.9051911,230.5090903,326.6546333,360.5552603,8.669075091,164.8221633,22.99590233
"240","FRA",2019,"France","High income",1.842971814,2.61681e+12,38832.0242,80.709,3.2735,123.0702941,20.67632521,8.409999847,65130,17324.27261,265.995280362352,207.0560372,860.0812644,553.5328222,210.4222268,62.4036133,209.4119798,337.5245449,375.4293036,8.10985429,164.7872688,21.52278498
"241","GAB",2000,"Gabon","Upper-middle income",-1.882966398,9689372062,7611.835688,78.879,NA,4.940175418,4.838976397,17.39100075,1228,795.3686152,647.694312052117,92.12953921,22.3841982,25.21311112,47.65109631,30.20971005,16.53725338,6.703757124,18.33961412,51.26701869,15.24334001,105.9047747
"242","GAB",2010,"Gabon","Upper-middle income",7.089887315,11147389029,6514.731141,85.533,NA,6.64068382,4.138436858,20.38999939,1624,838.5128672,516.325657142857,107.2653274,22.33990257,23.15120513,53.69363385,30.28031171,25.17928526,6.359378653,20.35304839,70.22989741,23.40296428,110.4024022
"243","GAB",2015,"Gabon","Upper-middle income",3.878899395,14383107714,7090.45461,88.118,NA,7.872538518,3.916309304,20.60099983,1948,859.6269805,441.286950975359,114.59041,23.98268279,23.92458692,51.93440381,26.40093182,28.29961582,6.808575844,22.96052443,71.06703264,27.07233321,78.85855171
"244","GAB",2019,"Gabon","Upper-middle income",3.920808795,15460241609,6893.323082,89.741,NA,8.704098265,3.899458954,20.69499969,2173,868.7470527,399.791556695812,110.191687,23.24505939,22.78530459,45.30136066,20.89509059,32.2777346,7.007259546,23.62522657,91.90123545,26.95743166,68.12720602
"245","GMB",2000,"Gambia","Low income",5.500000216,960226464,667.965505,47.868,NA,142.0493083,3.562094663,8.470000267,1318,933.7301982,708.444763429439,172.5944733,14.45272305,16.08937103,103.6136296,104.0359244,21.31408751,4.505223171,6.155867294,21.78851978,26.77288529,28.66008469
"246","GMB",2010,"Gambia","Low income",5.90833581,1350595868,697.162699,55.662,NA,191.430336,2.874191842,9.230999947,1793,949.4180684,529.513702398215,191.4592129,20.02274687,20.47131342,82.7722467,68.95355032,28.35240337,6.093311348,8.814353963,27.21730493,33.38279187,59.13830541
"247","GMB",2015,"Gambia","Low income",4.058073804,1378176868,611.6713342,59.228,0.1021,222.6416008,2.59820379,6.81400013,2086,966.2861816,463.224439884947,195.843757,23.30749388,22.87229628,74.8451991,52.50755099,33.2807271,6.969227919,10.24956299,27.78259741,36.60226686,58.14891886
"248","GMB",2019,"Gambia","Low income",6.22205316,1677527608,668.6352484,61.931,0.1073,247.9133399,2.468189535,4.179999828,2348,974.6559336,415.100482793867,190.3212985,24.43985283,23.54911763,72.26683313,44.44744669,38.70679298,7.621289516,11.23154578,27.6905892,36.65999572,65.02978143
"249","GEO",2000,"Georgia","Upper-middle income",1.838341066,6387071388,1566.560257,52.638,3.8371,71.33088981,11.91763193,10.81999969,4362,1778.950842,407.829170563961,92.06733751,464.0580503,271.7161558,48.54785422,13.3563007,31.47440544,18.51448669,44.29834673,20.04372945,30.57463193,0.132469925
"250","GEO",2010,"Georgia","Upper-middle income",6.249487768,11741493897,3100.723427,55.535,4.4466,66.24960635,13.3985573,20.20000076,4099,1661.29859,405.293630153696,45.87533902,329.0490895,257.0391578,21.77163626,7.259065602,40.26124301,29.9502009,62.02901974,13.65820512,21.3331928,1.48624407
"251","GEO",2015,"Georgia","Upper-middle income",3.02220738,14953950557,4014.185944,57.448,5.0055,65.17505861,13.95089061,16.51000023,4024,1614.540867,401.227849652087,34.14921389,267.2259151,221.0961641,25.67224985,7.012358104,36.20942865,29.44777465,73.81259381,9.894810216,19.48642995,2.134395493
"252","GEO",2019,"Georgia","Upper-middle income",4.982350475,17757903230,4773.423309,59.039,7.0784,65.08556982,14.39327169,11.56999969,3997,1559.753662,390.231088816612,27.51538525,279.0561927,217.0183134,22.19889444,7.400565779,30.15623266,28.60146696,71.425525,9.280719288,17.89514551,4.801989034
"253","DEU",2000,"Germany","High income",2.912502964,2.83548e+12,34490.07577,74.965,3.2785,235.5968133,16.43227705,7.920000076,81401,25287.46473,310.652998488962,271.731885,3479.320309,1321.161505,265.2915242,63.33839388,495.1283827,842.834036,737.5951925,16.62556915,213.5537267,33.60780543
"254","DEU",2010,"Germany","High income",4.179882499,3.08797e+12,37760.91363,76.966,3.7567,234.6069082,20.45449873,6.96999979,80827,24830.8281,307.209572296386,230.1984572,2658.561994,1046.119461,277.1993654,112.6304557,255.7249554,934.1180717,789.5631805,9.418953943,170.3411371,25.33851802
"255","DEU",2015,"Germany","High income",1.491931528,3.35759e+12,41103.25644,77.2,4.1342,234.1529869,20.95047293,4.619999886,81787,25992.24105,317.804064826928,239.9147178,2577.937323,1001.054498,291.4683214,154.6137309,220.1623602,1059.820524,938.0952449,8.908040086,171.2137158,21.60769858
"256","DEU",2019,"Germany","High income",1.056603898,3.59665e+12,43284.60246,77.376,4.3716,237.8229543,21.7302904,3.140000105,83517,25663.16162,307.280692793084,251.4454424,2187.436028,900.0097793,284.7242162,133.9251457,198.3515173,1076.600559,1018.532834,7.683892773,182.3827825,19.13057533
